driver_id,vehicle_type,distance_to_pickup_mi,dropoff_distance_mi,delivery_size_lbs,offered_pay_usd,acceptance_rate_7d,acceptance_rate_14d,acceptance_rate_30d,reliability_score,traffic_delay_min,weather_delay_factor,hour_of_day,day_of_week,accepted
driver_021,electric,5.78,10.83,3,10.51,54,50,46,70,43,0.18,3,2,0
driver_021,electric,5.85,6.59,40,20.76,54,54,50,63,25,0.06,6,3,0
driver_021,electric,0.38,14.99,10,22.85,58,57,57,92,21,0.47,12,6,1
driver_021,electric,0.94,11.66,23,24.08,51,50,48,84,43,0.82,3,0,1
driver_021,electric,0.22,10.18,40,17.85,83,81,45,77,11,0.39,3,4,1
driver_021,electric,4.58,14.03,32,20.73,99,63,58,100,13,0.69,2,6,0
driver_021,electric,1.57,5.33,31,12.86,65,47,42,62,17,0.76,9,6,0
driver_021,electric,2.09,10.81,10,18.97,88,75,69,85,13,0.95,23,5,1
driver_021,electric,5.16,10.88,13,18.5,80,59,57,63,0,0.27,8,1,1
driver_021,electric,6.08,0.8,25,18.98,70,51,48,71,34,0.5,11,3,0
driver_021,electric,6.66,4.94,12,18.37,57,56,41,77,31,0.2,4,2,0
driver_021,electric,4.83,13.69,22,21.66,94,85,61,91,16,0.94,14,0,0
driver_021,electric,6.74,8.38,35,23.64,74,59,41,81,38,0.2,20,1,0
driver_021,electric,2.03,10.37,35,15.2,96,57,54,70,10,0.07,22,0,1
driver_021,electric,3.36,2.6,26,17.1,76,51,48,88,33,0.96,18,0,0
driver_021,electric,9.31,7.3,24,12.53,73,70,70,100,10,0.7,21,4,1
driver_021,electric,3.45,3.61,14,24.51,97,94,62,79,42,0.06,9,6,1
driver_021,electric,2.14,12.15,2,19.7,65,55,40,66,45,0.97,3,1,0
driver_021,electric,8.27,10.97,6,13.25,73,59,55,80,45,0.37,13,1,0
driver_021,electric,9.97,10.67,38,19.02,61,55,41,66,23,0.24,9,6,0
driver_021,electric,6.68,2.42,30,9.6,99,65,55,95,8,0.55,11,1,1
driver_021,electric,8.86,13.94,44,24.32,89,46,46,92,21,0.53,3,2,0
driver_021,electric,8.95,14.86,20,14.2,94,76,67,73,12,0.05,1,2,0
driver_021,electric,6.28,4.53,42,16.82,80,60,45,77,39,0.21,8,0,1
driver_021,electric,5.81,9.6,49,23.25,74,67,63,70,31,0.63,6,0,1
driver_021,electric,2.59,3.23,48,20.1,93,54,40,63,16,0.36,9,6,1
driver_021,electric,3.08,1.6,9,8.61,82,46,46,100,19,0.32,3,2,0
driver_021,electric,3.97,13.93,30,22.88,69,55,45,68,30,0.78,17,6,1
driver_021,electric,1.87,0.81,15,18.31,79,78,57,97,35,0.28,5,6,1
driver_021,electric,8.83,2.72,32,15.51,60,47,46,60,28,0.91,12,4,1
driver_021,electric,8.85,1.46,37,12.23,73,47,42,65,30,0.71,16,6,1
driver_021,electric,9.05,14.05,19,21.93,81,79,48,94,43,0.24,17,6,1
driver_021,electric,4.11,2.34,33,18.62,68,67,55,67,25,0.78,4,2,1
driver_021,electric,5.44,4.76,32,13.31,59,58,40,99,31,0.45,19,4,1
driver_021,electric,0.38,4.76,16,9.61,77,60,53,73,23,0.12,5,4,0
driver_021,electric,6.79,10.38,32,19.96,81,59,58,72,10,0.12,7,0,1
driver_021,electric,4.31,1.03,13,11.17,87,62,56,100,16,0.91,6,1,1
driver_021,electric,4.48,6.77,7,10.06,64,58,43,97,32,0.61,5,4,1
driver_021,electric,5.73,13.93,11,14.12,61,46,42,65,22,0.8,10,0,0
driver_021,electric,0.36,9.72,35,17.36,60,56,55,85,17,0.15,23,0,1
driver_021,electric,7.54,8.23,9,9.17,94,91,42,66,5,0.58,17,1,1
driver_021,electric,6.75,10.6,5,8.66,53,46,42,64,41,0.96,11,6,0
driver_021,electric,5.38,7.38,35,17.79,70,61,52,74,29,0.84,6,4,1
driver_021,electric,8.32,7.18,38,23.76,90,53,50,67,0,0.25,7,6,1
driver_021,electric,6.62,7.29,24,21.05,81,49,46,99,23,0.17,11,3,0
driver_021,electric,4.08,8.43,44,23.26,65,45,44,98,23,0.15,5,5,1
driver_021,electric,5.57,13.38,43,22.11,97,97,61,92,0,0.75,23,3,1
driver_021,electric,7.41,10.2,48,9.45,76,47,43,70,25,0.07,6,4,1
driver_021,electric,5.61,6.0,44,20.5,92,83,53,78,0,0.36,12,2,0
driver_021,electric,5.07,8.08,45,11.19,92,48,44,81,20,0.61,17,3,1
driver_021,electric,9.79,13.96,12,17.56,78,66,51,75,12,0.13,0,2,1
driver_021,electric,7.87,8.06,42,9.03,100,51,40,63,8,0.17,12,3,0
driver_021,electric,2.82,10.09,17,14.7,90,82,62,70,34,0.28,17,5,0
driver_021,electric,2.84,10.74,4,14.4,76,75,66,60,39,0.53,12,2,0
driver_021,electric,4.82,10.85,3,14.91,69,51,51,68,7,0.94,5,5,0
driver_021,electric,7.23,4.73,33,22.91,64,62,50,99,21,0.67,2,1,1
driver_021,electric,7.26,8.66,12,18.28,72,71,61,69,28,0.85,21,3,1
driver_021,electric,2.57,9.3,28,22.53,74,45,44,65,41,0.29,15,5,1
driver_021,electric,4.44,5.12,39,16.94,72,48,42,92,27,0.42,21,2,1
driver_021,electric,8.16,9.07,30,16.14,70,66,54,90,42,0.7,9,6,1
driver_021,electric,7.56,12.05,40,22.14,61,53,40,83,9,0.33,3,5,1
driver_021,electric,7.88,7.74,15,24.73,85,46,43,70,45,0.18,3,6,0
driver_021,electric,1.3,2.3,2,18.96,80,64,45,86,43,0.17,0,0,0
driver_021,electric,6.51,9.53,44,17.19,68,66,48,86,15,0.63,8,5,1
driver_021,electric,4.81,1.75,25,17.21,99,97,96,75,38,0.99,18,6,1
driver_021,electric,9.35,12.31,41,21.25,71,63,43,87,8,0.41,16,2,1
driver_021,electric,8.12,11.51,13,16.92,69,57,53,65,29,0.13,13,3,1
driver_021,electric,9.06,6.7,30,20.15,74,62,47,71,6,0.39,4,4,0
driver_021,electric,0.16,7.47,18,19.8,93,63,55,79,17,0.84,4,3,0
driver_021,electric,0.1,4.08,15,10.62,51,47,47,88,23,0.95,18,6,1
driver_021,electric,9.97,2.53,37,14.56,95,85,73,89,1,0.04,9,4,0
driver_021,electric,8.21,11.76,44,22.67,55,51,44,60,25,0.46,1,0,1
driver_021,electric,9.75,11.6,10,21.04,63,47,47,71,4,0.42,22,1,1
driver_021,electric,4.34,6.22,19,20.55,68,46,45,90,15,0.46,12,6,1
driver_021,electric,6.47,4.15,20,17.39,88,57,54,80,8,0.55,15,6,0
driver_021,electric,2.67,4.84,6,21.02,80,50,45,78,7,0.97,22,4,1
driver_021,electric,3.1,4.42,29,15.59,52,48,44,93,2,0.62,10,5,0
driver_021,electric,5.46,14.88,7,14.55,61,58,54,62,43,0.23,20,6,0
driver_021,electric,2.68,12.97,6,18.81,59,47,42,67,36,0.07,4,6,1
driver_021,electric,1.88,8.03,49,19.6,75,50,48,99,12,0.04,16,6,1
driver_021,electric,6.63,9.19,16,8.86,100,45,42,74,30,0.65,21,0,1
driver_021,electric,0.4,9.46,12,13.68,84,54,53,92,15,0.72,22,3,1
driver_021,electric,1.76,0.73,12,10.64,91,48,46,67,11,0.07,15,5,1
driver_021,electric,9.12,1.55,13,12.88,71,58,44,85,34,0.47,7,4,1
driver_021,electric,2.46,4.11,44,21.83,84,78,44,88,44,0.67,19,4,1
driver_021,electric,7.16,11.31,36,21.21,95,80,69,66,12,0.59,17,3,1
driver_021,electric,5.82,6.85,15,11.3,99,48,47,98,29,0.83,23,0,1
driver_021,electric,6.64,3.68,47,23.24,68,67,56,87,25,0.62,12,1,0
driver_021,electric,2.87,11.88,41,13.37,88,67,66,81,43,0.84,23,4,0
driver_021,electric,4.91,14.47,19,14.84,80,77,65,91,21,0.81,9,1,1
driver_021,electric,6.72,6.92,9,9.53,69,59,51,77,2,0.14,8,4,1
driver_021,electric,6.51,8.35,25,18.56,67,45,44,86,38,0.24,5,0,0
driver_021,electric,5.83,0.58,18,18.06,93,59,53,92,12,0.45,20,4,1
driver_021,electric,2.22,11.5,7,18.48,61,57,51,78,5,0.5,4,2,0
driver_021,electric,6.36,0.9,13,9.27,83,76,44,82,38,0.7,9,3,1
driver_021,electric,3.14,12.95,49,15.12,62,51,42,79,9,0.36,6,3,0
driver_021,electric,9.83,14.67,2,24.22,63,56,56,92,38,0.85,16,0,0
driver_021,electric,0.86,11.46,50,10.97,72,58,48,79,13,0.33,0,4,0
driver_021,electric,7.81,7.27,26,10.51,90,88,43,68,28,0.14,10,6,0
driver_021,electric,0.61,7.61,10,24.09,98,56,53,83,11,0.45,18,6,1
driver_021,electric,8.37,7.19,2,11.66,99,57,52,75,15,0.45,7,2,1
driver_021,electric,9.64,7.84,43,10.12,84,75,51,77,44,0.61,9,5,0
driver_021,electric,5.14,10.38,8,16.37,97,89,42,84,10,0.79,12,2,0
driver_021,electric,9.9,2.44,40,10.68,55,50,40,97,42,0.34,13,0,0
driver_021,electric,3.63,14.45,44,20.61,69,45,40,61,38,0.66,4,0,1
driver_021,electric,3.82,10.54,45,22.51,63,49,43,94,4,0.15,10,0,1
driver_021,electric,3.21,7.34,21,10.75,95,82,62,85,28,0.86,16,3,0
driver_021,electric,9.41,1.62,6,8.52,59,55,49,93,23,0.78,23,0,0
driver_021,electric,5.6,12.06,44,23.76,84,80,57,73,39,0.07,10,2,1
driver_021,electric,9.62,9.77,35,8.45,67,48,41,95,3,0.88,9,1,1
driver_021,electric,6.14,6.87,4,24.39,66,50,45,61,19,0.76,22,6,0
driver_021,electric,8.28,8.46,41,18.15,89,47,43,70,38,0.84,7,2,1
driver_021,electric,9.03,8.46,7,16.88,54,46,44,80,19,0.87,9,2,1
driver_021,electric,1.74,0.93,39,20.24,76,52,45,63,19,0.12,17,3,1
driver_021,electric,0.79,3.26,13,10.02,90,45,45,94,38,0.28,12,1,1
driver_021,electric,0.79,4.25,26,8.37,70,66,44,67,19,0.28,12,6,0
driver_021,electric,3.67,3.92,24,18.67,86,51,45,77,3,0.36,11,6,1
driver_021,electric,7.23,6.26,26,17.28,78,50,48,66,13,0.94,0,1,1
driver_021,electric,3.4,7.59,6,16.92,57,52,47,60,21,0.76,16,2,0
driver_021,electric,2.08,12.76,34,12.0,70,53,42,85,36,0.93,19,5,1
driver_021,electric,3.33,13.81,26,21.15,90,47,43,68,30,0.02,3,5,1
driver_021,electric,1.02,14.44,12,17.52,94,45,40,79,1,0.36,18,1,1
driver_021,electric,1.65,2.3,31,24.15,95,57,47,95,37,0.67,14,6,1
driver_021,electric,8.23,5.07,41,19.45,71,71,56,94,41,0.33,4,6,0
driver_021,electric,8.2,9.76,33,18.5,77,54,46,62,19,0.3,12,4,1
driver_021,electric,9.14,8.2,34,20.64,100,63,50,66,8,0.01,17,4,1
driver_021,electric,6.19,0.91,50,24.77,92,91,76,81,12,0.19,23,2,0
driver_021,electric,3.91,1.76,9,13.57,77,66,41,80,18,0.74,3,1,0
driver_021,electric,7.57,9.04,17,16.63,93,68,67,90,2,0.9,9,6,1
driver_021,electric,8.79,3.74,19,23.3,68,58,55,74,19,0.75,7,5,0
driver_021,electric,2.63,6.65,3,15.38,93,79,68,86,18,0.24,21,3,1
driver_021,electric,1.28,9.51,48,14.12,54,47,42,62,7,0.7,7,6,0
driver_021,electric,3.59,5.64,21,14.94,57,51,46,85,18,0.87,15,5,0
driver_021,electric,1.22,10.53,46,14.16,100,61,45,71,7,0.97,6,1,1
driver_021,electric,1.26,2.89,47,22.84,50,47,43,74,18,0.49,10,6,1
driver_021,electric,1.99,0.54,11,11.16,88,88,61,80,28,0.73,20,3,1
driver_021,electric,4.89,0.7,49,12.72,77,62,52,82,22,0.35,1,6,1
driver_021,electric,2.69,12.58,29,12.97,72,70,50,93,14,0.92,20,2,1
driver_021,electric,0.47,9.22,9,19.31,76,45,45,73,10,0.01,10,6,0
driver_021,electric,7.4,6.28,35,14.42,55,47,42,67,7,0.91,4,6,0
driver_021,electric,3.63,12.91,20,17.97,65,53,52,79,21,0.1,18,3,0
driver_021,electric,2.24,6.64,41,21.22,58,56,54,88,0,0.87,12,5,0
driver_021,electric,4.77,7.34,42,24.81,92,81,69,87,34,0.05,19,3,1
driver_021,electric,0.46,6.39,48,23.3,93,74,46,94,14,0.27,8,4,1
driver_021,electric,7.42,3.21,38,23.69,93,60,49,62,23,0.86,18,2,0
driver_021,electric,6.05,11.71,46,10.3,74,72,61,95,14,0.02,13,3,0
driver_021,electric,5.62,8.54,35,8.48,56,50,41,87,14,0.85,21,4,0
driver_021,electric,0.94,5.04,10,22.06,99,84,49,86,25,0.17,22,0,1
driver_021,electric,2.57,12.07,19,8.32,75,50,47,91,43,0.23,15,6,1
driver_021,electric,8.63,2.08,34,12.88,54,46,46,89,13,0.85,8,5,0
driver_021,electric,7.43,6.43,39,22.77,92,78,63,60,19,0.91,22,3,1
driver_021,electric,3.88,0.94,25,12.46,83,79,58,62,14,0.86,19,2,1
driver_021,electric,2.6,9.3,17,24.65,95,77,64,93,42,0.6,10,6,1
driver_021,electric,8.54,4.0,25,11.02,54,52,44,78,25,0.94,22,6,0
driver_021,electric,9.21,14.92,19,8.86,65,51,50,69,27,0.26,4,1,1
driver_021,electric,4.53,6.95,6,17.77,95,88,63,62,39,0.23,9,1,1
driver_021,electric,3.98,13.06,13,11.29,74,46,42,84,16,0.04,5,6,1
driver_021,electric,7.25,10.31,15,21.01,69,48,40,91,33,0.99,6,1,1
driver_021,electric,3.24,10.63,10,24.89,85,81,68,72,35,0.26,22,2,0
driver_021,electric,2.41,7.1,27,14.49,86,69,40,73,22,0.9,16,6,0
driver_021,electric,7.22,2.33,6,14.31,97,93,67,86,38,0.68,23,4,1
driver_021,electric,3.47,5.36,24,22.32,93,48,48,68,21,0.13,11,2,1
driver_021,electric,9.89,4.89,40,11.22,51,47,40,97,21,0.37,13,6,1
driver_021,electric,7.83,4.26,49,17.39,77,69,49,88,4,0.55,0,0,1
driver_021,electric,9.58,13.91,21,14.8,93,89,87,65,6,0.97,6,5,1
driver_021,electric,2.52,6.25,31,16.52,100,81,79,85,14,0.51,22,3,1
driver_021,electric,2.46,4.58,8,12.45,72,69,58,73,37,0.44,20,5,0
driver_021,electric,5.6,11.8,12,22.91,61,52,52,65,18,0.49,8,5,1
driver_021,electric,4.1,13.95,29,18.27,95,71,58,74,19,0.14,14,6,1
driver_021,electric,8.55,1.78,19,19.99,74,61,44,67,31,0.2,18,6,1
driver_021,electric,8.39,5.23,8,24.66,83,76,42,69,12,0.94,4,4,1
driver_021,electric,9.09,11.65,30,24.42,60,59,49,71,14,0.83,0,1,0
driver_021,electric,9.58,9.14,38,22.84,73,50,46,69,12,0.35,13,0,1
driver_021,electric,7.59,6.26,41,11.71,76,63,46,63,14,0.91,7,3,0
driver_021,electric,2.18,9.2,41,22.57,63,61,53,85,34,0.85,5,3,0
driver_021,electric,3.93,13.11,8,13.61,76,76,58,98,20,0.98,0,4,0
driver_021,electric,9.74,12.45,31,8.88,68,64,59,97,4,0.26,22,1,1
driver_021,electric,0.54,1.55,24,23.27,95,81,71,98,19,0.92,8,1,1
driver_021,electric,6.09,12.58,11,12.92,50,46,45,67,2,0.61,18,2,1
driver_021,electric,2.42,9.2,32,13.75,54,48,48,65,21,0.19,3,3,0
driver_021,electric,6.78,4.16,19,24.09,71,55,52,76,41,0.18,2,3,0
driver_021,electric,3.31,3.48,21,20.7,71,54,52,60,38,0.52,2,0,1
driver_021,electric,4.65,13.65,18,15.16,98,65,54,79,44,0.06,0,0,0
driver_021,electric,2.3,11.18,22,11.79,74,62,59,77,29,0.76,13,3,0
driver_021,electric,3.48,8.6,3,10.13,100,93,83,77,5,0.79,21,1,1
driver_021,electric,1.79,2.28,9,21.88,84,70,48,84,23,0.99,13,1,1
driver_021,electric,4.4,5.39,33,14.75,76,60,42,64,28,0.78,14,4,0
driver_021,electric,4.59,3.0,12,9.02,84,67,58,67,39,0.94,23,3,1
driver_021,electric,4.35,14.99,22,19.14,52,49,41,99,18,0.7,13,0,1
driver_021,electric,0.9,14.03,41,23.44,86,53,51,89,27,0.08,14,2,1
driver_021,electric,4.58,11.23,47,10.08,86,65,60,89,38,0.23,0,5,1
driver_021,electric,6.16,7.61,48,22.05,74,46,43,67,33,0.76,5,3,1
driver_021,electric,8.15,11.12,7,24.72,100,61,46,92,35,0.27,8,2,0
driver_021,electric,9.04,3.06,18,10.48,63,45,40,66,2,0.53,4,2,1
driver_021,electric,0.77,2.09,13,23.54,56,51,40,94,6,0.43,5,1,1
driver_021,electric,5.2,10.76,25,22.14,84,80,58,71,4,0.32,19,0,1
driver_021,electric,9.26,14.36,45,9.44,99,68,60,71,40,0.3,23,0,0
driver_021,electric,2.9,14.31,26,8.03,97,45,42,67,36,0.02,15,0,1
driver_021,electric,2.61,9.67,37,8.06,64,56,44,67,38,0.87,16,5,1
driver_021,electric,5.81,2.07,5,10.44,73,57,51,77,23,0.76,19,0,0
driver_021,electric,0.61,8.5,24,13.21,62,56,40,64,28,0.22,21,1,1
driver_021,electric,6.44,7.54,19,17.47,73,57,51,96,20,0.67,1,2,1
driver_021,electric,5.95,10.68,32,9.25,84,71,59,66,8,0.33,1,6,1
driver_021,electric,3.96,12.38,18,21.46,50,45,43,94,42,0.42,1,1,1
driver_021,electric,2.27,4.25,22,16.21,69,55,49,73,10,0.32,17,0,1
driver_021,electric,7.52,10.56,20,10.54,92,91,73,99,11,0.08,19,0,1
driver_021,electric,4.52,2.7,4,18.16,64,60,54,88,40,0.92,13,0,1
driver_021,electric,4.72,8.35,50,9.14,98,84,41,100,12,0.45,16,6,1
driver_021,electric,7.23,7.29,36,17.26,93,49,42,67,35,0.72,18,1,1
driver_021,electric,7.38,11.62,48,20.76,53,53,53,80,40,0.19,1,5,0
driver_021,electric,6.07,13.1,45,12.85,58,46,42,99,27,0.01,19,5,0
driver_021,electric,2.29,2.94,36,22.2,80,69,69,79,7,0.54,8,0,1
driver_021,electric,4.64,2.71,22,12.39,63,63,57,61,35,0.17,9,1,1
driver_021,electric,4.19,7.42,50,23.45,50,48,42,100,29,0.49,3,2,1
driver_021,electric,4.15,3.04,13,24.96,92,45,43,98,4,0.74,0,0,0
driver_021,electric,9.8,6.95,25,12.09,97,95,81,77,25,0.08,8,2,0
driver_021,electric,4.34,2.73,48,21.17,72,62,54,85,22,0.71,13,0,1
driver_021,electric,2.11,10.95,23,22.5,91,90,89,96,11,0.87,23,6,1
driver_021,electric,1.48,8.82,10,17.22,74,59,43,65,9,0.48,16,4,0
driver_021,electric,1.58,11.56,45,10.44,75,56,54,77,39,0.77,16,0,1
driver_021,electric,2.02,10.06,37,10.93,70,55,48,75,14,0.08,5,0,0
driver_022,petrol,5.48,4.21,8,10.75,94,80,80,77,12,0.14,16,3,1
driver_022,petrol,9.86,7.44,7,16.1,71,61,58,88,34,0.98,4,1,0
driver_022,petrol,9.75,0.91,21,22.67,93,76,51,100,34,0.98,16,0,1
driver_022,petrol,5.2,6.65,21,11.65,72,70,41,81,9,0.07,8,4,0
driver_022,petrol,0.56,10.94,31,12.84,59,48,40,84,44,0.06,2,6,1
driver_022,petrol,8.23,7.51,45,13.54,76,48,41,93,8,0.13,6,4,1
driver_022,petrol,0.4,11.85,35,16.69,95,77,71,65,40,0.26,22,4,1
driver_022,petrol,5.15,10.52,10,16.38,93,54,42,90,42,0.79,5,3,1
driver_022,petrol,9.19,6.55,41,24.55,53,47,40,76,22,0.86,8,0,1
driver_022,petrol,5.24,4.0,10,22.46,97,96,47,90,0,0.92,14,3,0
driver_022,petrol,0.41,4.19,19,18.62,95,81,42,81,36,0.8,22,1,1
driver_022,petrol,1.77,6.92,13,16.04,65,65,54,93,10,0.17,3,1,0
driver_022,petrol,8.73,12.53,11,17.17,81,67,57,89,6,0.41,2,4,1
driver_022,petrol,2.53,14.12,41,17.9,94,57,55,88,16,0.83,15,5,1
driver_022,petrol,5.65,12.74,24,12.57,99,68,63,72,17,0.95,5,5,1
driver_022,petrol,2.21,4.61,5,9.28,68,63,63,91,16,0.0,16,3,1
driver_022,petrol,7.44,12.66,44,24.9,69,61,50,60,29,0.95,10,1,1
driver_022,petrol,5.32,3.88,24,8.39,51,48,41,71,19,0.75,12,1,0
driver_022,petrol,3.03,0.77,46,11.27,50,47,44,71,37,0.15,1,2,1
driver_022,petrol,1.97,2.95,20,8.23,85,62,44,84,9,0.13,23,3,0
driver_022,petrol,2.99,9.14,23,22.33,67,45,41,95,21,0.28,6,3,1
driver_022,petrol,1.99,5.67,34,18.67,69,50,41,69,31,0.25,8,3,0
driver_022,petrol,5.81,11.09,41,8.53,61,51,49,72,29,0.17,16,2,1
driver_022,petrol,0.96,8.76,35,21.81,95,87,41,92,44,0.78,16,6,1
driver_022,petrol,1.67,5.8,50,11.83,91,55,48,85,4,0.43,13,1,0
driver_022,petrol,8.48,9.12,31,18.86,96,48,44,66,27,0.37,14,6,1
driver_022,petrol,8.04,8.49,20,8.86,77,76,60,100,34,0.67,8,2,0
driver_022,petrol,6.17,13.93,21,9.57,87,45,43,76,12,0.15,22,0,1
driver_022,petrol,3.33,4.33,4,17.18,61,53,41,79,26,0.81,18,4,0
driver_022,petrol,3.38,7.77,32,12.38,54,49,41,66,34,0.36,23,4,1
driver_022,petrol,8.68,1.67,13,24.08,83,81,59,96,11,0.94,15,3,0
driver_022,petrol,3.14,8.84,21,10.21,52,47,42,62,1,0.64,6,0,1
driver_022,petrol,3.8,14.54,25,8.6,65,55,48,60,1,0.83,5,1,0
driver_022,petrol,9.73,1.71,40,19.83,80,51,46,61,15,0.19,2,0,0
driver_022,petrol,9.1,14.07,27,23.76,100,71,54,86,11,0.15,9,5,1
driver_022,petrol,9.28,14.49,36,24.4,60,50,43,73,37,0.87,15,5,1
driver_022,petrol,7.24,4.96,35,9.9,56,53,45,73,11,0.78,10,0,1
driver_022,petrol,4.15,13.83,47,23.57,74,51,41,82,11,0.54,3,0,1
driver_022,petrol,0.32,7.25,19,20.18,88,69,61,100,34,0.66,20,5,0
driver_022,petrol,2.98,8.88,44,13.3,71,50,44,78,0,0.52,7,2,1
driver_022,petrol,7.01,4.16,13,19.67,94,45,44,70,22,0.94,1,4,0
driver_022,petrol,1.33,13.93,17,14.55,54,53,40,60,32,0.09,7,6,1
driver_022,petrol,1.98,3.79,13,8.68,100,62,53,85,6,0.36,12,0,0
driver_022,petrol,8.32,1.78,11,17.28,90,67,54,73,31,0.87,18,3,1
driver_022,petrol,5.96,11.92,5,23.72,71,71,55,71,14,0.37,10,3,1
driver_022,petrol,4.62,13.95,48,8.08,55,50,40,84,16,0.34,20,2,0
driver_022,petrol,6.86,3.54,20,20.13,72,69,46,68,32,0.94,7,4,0
driver_022,petrol,1.71,7.88,43,10.53,69,47,40,64,24,0.22,9,6,0
driver_022,petrol,6.7,2.41,47,20.1,51,47,41,70,29,0.76,20,5,0
driver_022,petrol,5.67,12.24,20,8.73,71,67,51,67,35,0.92,22,5,1
driver_022,petrol,2.61,2.68,49,13.74,52,50,44,66,21,0.1,2,2,0
driver_022,petrol,4.84,1.71,16,18.31,82,58,47,95,11,0.84,10,3,1
driver_022,petrol,4.23,14.3,13,14.09,89,52,40,82,21,0.74,14,4,1
driver_022,petrol,5.63,7.64,19,13.58,71,62,50,62,32,0.68,11,2,1
driver_022,petrol,0.15,13.74,26,17.14,89,87,72,71,29,0.25,23,4,0
driver_022,petrol,6.18,3.23,10,22.79,74,70,46,82,1,0.84,8,5,1
driver_022,petrol,3.76,6.86,19,20.24,87,50,45,77,22,0.33,5,1,0
driver_022,petrol,6.61,0.87,6,22.57,70,47,41,80,11,0.42,8,2,1
driver_022,petrol,7.04,4.75,6,17.48,79,76,55,61,38,0.55,18,3,1
driver_022,petrol,3.52,5.25,22,22.85,98,90,61,63,11,0.46,8,2,1
driver_022,petrol,1.91,7.03,44,8.63,86,82,69,95,40,0.22,7,6,1
driver_022,petrol,3.47,3.64,48,16.96,73,71,62,62,34,0.13,14,5,1
driver_022,petrol,8.56,8.6,34,16.22,61,50,48,87,35,0.96,12,3,0
driver_022,petrol,6.82,5.93,34,22.44,56,47,47,80,38,0.76,7,2,0
driver_022,petrol,7.91,14.37,4,13.63,87,65,53,83,14,1.0,7,5,0
driver_022,petrol,4.67,14.53,43,19.42,90,72,44,81,23,0.2,16,3,0
driver_022,petrol,5.07,5.69,43,16.95,80,61,54,69,41,0.09,18,5,1
driver_022,petrol,5.35,6.32,14,22.93,60,46,43,65,29,0.94,0,5,0
driver_022,petrol,2.56,3.47,3,8.74,60,45,45,73,28,0.91,13,5,0
driver_022,petrol,0.49,10.1,34,8.89,59,55,54,93,9,0.92,22,1,0
driver_022,petrol,7.05,10.06,7,22.79,78,66,42,70,8,0.2,4,2,1
driver_022,petrol,6.94,5.77,46,16.23,84,65,60,69,20,0.07,23,0,1
driver_022,petrol,1.13,8.0,28,15.42,83,60,53,76,25,0.74,4,6,1
driver_022,petrol,6.62,14.8,23,16.27,75,52,45,87,11,0.88,22,6,0
driver_022,petrol,9.17,11.33,17,18.73,81,63,45,82,1,0.48,9,0,1
driver_022,petrol,6.48,5.27,30,16.36,94,70,60,85,29,0.18,17,0,1
driver_022,petrol,8.63,1.17,6,17.4,97,87,40,92,37,0.04,11,0,1
driver_022,petrol,9.43,11.0,35,19.11,97,57,41,82,36,0.05,15,2,1
driver_022,petrol,3.63,3.85,5,16.91,98,59,56,72,20,0.4,12,5,1
driver_022,petrol,2.66,5.44,20,8.3,88,50,47,67,35,0.03,22,5,1
driver_022,petrol,2.19,14.1,26,9.02,61,48,42,84,24,0.87,13,4,0
driver_022,petrol,8.28,14.94,4,21.69,64,53,46,95,40,0.56,3,3,1
driver_022,petrol,6.84,9.71,30,18.62,73,52,50,78,8,1.0,11,0,0
driver_022,petrol,7.93,10.43,40,11.98,82,78,40,82,4,0.81,12,1,1
driver_022,petrol,7.43,4.67,35,8.8,52,47,44,93,32,0.14,3,0,0
driver_022,petrol,9.73,8.44,40,23.76,92,88,76,77,11,0.68,12,4,1
driver_022,petrol,9.71,7.38,8,20.17,100,57,54,92,13,0.39,10,1,1
driver_022,petrol,7.62,10.65,23,19.52,73,55,44,74,36,0.9,19,3,0
driver_022,petrol,6.55,10.71,19,16.14,97,61,56,67,7,0.97,9,3,1
driver_022,petrol,1.62,3.94,27,19.06,62,59,42,80,41,0.61,3,6,1
driver_022,petrol,0.84,11.16,45,20.08,94,73,41,72,24,0.53,2,1,1
driver_022,petrol,3.32,6.42,39,20.75,80,61,50,99,2,0.7,3,3,0
driver_022,petrol,0.88,12.38,34,23.43,71,48,40,77,24,0.61,1,2,0
driver_022,petrol,4.81,2.82,44,13.16,63,60,47,82,24,0.66,10,2,1
driver_022,petrol,3.25,5.13,42,19.17,97,97,66,95,12,0.29,21,1,1
driver_022,petrol,9.98,8.57,8,18.39,50,46,41,89,40,0.63,2,6,0
driver_022,petrol,7.04,7.37,30,22.7,59,51,50,74,32,0.28,7,1,1
driver_022,petrol,3.62,10.45,42,19.59,61,47,47,68,11,0.6,15,3,1
driver_022,petrol,2.14,6.45,36,13.06,97,68,52,96,42,0.17,5,0,1
driver_022,petrol,8.71,1.0,47,15.46,75,52,51,93,36,0.91,2,1,1
driver_022,petrol,5.67,6.88,36,15.64,100,57,48,80,31,0.68,21,3,1
driver_022,petrol,7.89,5.29,15,8.31,81,79,63,81,23,0.45,5,3,0
driver_022,petrol,5.72,10.93,6,21.48,65,53,45,61,42,0.71,21,6,1
driver_022,petrol,4.33,9.06,50,19.3,62,61,46,96,41,0.34,2,6,1
driver_022,petrol,3.06,7.85,43,17.37,100,88,75,97,22,0.78,23,0,0
driver_022,petrol,7.68,2.72,17,19.83,94,93,89,70,16,0.66,10,4,1
